K1 [km/s],K2 [km/s],$\gamma_{AB}$ [km/s],$\pi$ [mas],$MA$ [$M_{\odot}$],$MB$ [$M_{\odot}$]
4.022771919403169,3.710519243740781,9.065328047118882,21.659797210850712,1.2588096207234614,1.3647426846426192
3.9156158132069967,3.776102838681176,9.124479930117232,21.65450582585366,1.3010878727568227,1.3491582370986936
3.7534534128021275,3.855936935274739,9.142092932248037,21.872887336333,1.299530396695132,1.2649913326883555
4.021508907381527,3.6204294273326987,9.013712130687793,21.79105979998302,1.2346473452441087,1.371424411394242
3.503015493874126,4.068102504692466,9.423564847764766,21.905418226942857,1.3857945981953292,1.1932983358226092
3.941064895301088,3.572496022825916,9.117517958915219,22.050002105597347,1.191708514226198,1.3146552328792185
3.64467767473286,4.089660922744155,9.295862044175854,21.462704117453015,1.4311416153381251,1.2754235603728308
3.749954343106952,3.844032059710711,9.203410055674444,21.8086460374655,1.31425926944578,1.2820944723852457
3.952825957900928,3.6386801791548646,9.147501897082806,22.001422871797644,1.2042320780028315,1.3081995621753635
3.7868465255628894,3.8804297095707057,9.088693339164577,21.86577303163989,1.2827848974331,1.2518483506885871
3.654481066117904,3.8500012127340075,9.288941305499637,22.1723694250951,1.268592933900391,1.2041681551205892
4.027472359150552,3.6776305764346833,9.003152815293715,21.67882009230148,1.2529792172800887,1.3721713095712502
3.809047237332405,3.719468276548608,9.136237423433613,22.24972982108385,1.1899527248813633,1.218611318140191
3.8545923678195817,3.7582600221313807,8.966903847900957,21.82740471063782,1.2746865080561627,1.3073594845439667
3.594801898050626,4.042748582376351,9.474817062544897,21.87201340657984,1.3623126136761554,1.2113649586645145
3.9120348687306983,3.810534852506862,9.10678023659347,21.596308888184886,1.3059462511299913,1.3407323299372615
4.127926205457906,3.45265323947379,8.867319199693018,21.948635613516068,1.1783281604925602,1.4087866214643572
3.7524665106585515,3.952789236260773,9.27395727394937,21.76675185696927,1.3389259251319225,1.271070728542785
3.843262237703806,3.735175885616246,9.081826979403568,21.866063495348016,1.273243296088117,1.3100876716700183
