JD,year,x_lo,x_med,x_hi,y_lo,y_med,y_hi
2470243.902255639,2051.197175244121,-0.06160630474172541,-0.059778815790393736,-0.05783455847112675,-0.9076521965436645,-0.8999155350018899,-0.8916687905173906
2470518.5263157897,2051.949071002791,-0.06388619512774311,-0.062044014051903684,-0.06008361945831626,-0.9289154535096743,-0.9203182592308086,-0.9112439748365943
2470793.15037594,2052.7009667614598,-0.06612324631672599,-0.0642667995633483,-0.06229345861794311,-0.9495994002394249,-0.9401216125055247,-0.9301905055200195
2471067.77443609,2053.4528625201283,-0.06832554827871944,-0.06645229022981261,-0.06445907858929763,-0.9697025559803512,-0.9593653333979237,-0.9485044235213584
2471342.3984962404,2054.204758278797,-0.07048470705816746,-0.06859375905997042,-0.06659686041524944,-0.9893187426117549,-0.9780258393185535,-0.9662187127280026
2471617.022556391,2054.9566540374667,-0.07259698717829478,-0.070698803519672,-0.06868951236839779,-1.0083919692328631,-0.9961298724771103,-0.9832882404699629
2471891.6466165413,2055.7085497961352,-0.07466947839008843,-0.07275869278535618,-0.0707427943392167,-1.0269442203602763,-1.013629704596197,-0.99978194260636
2472166.2706766916,2056.460445554804,-0.07669740263191471,-0.07477271205898796,-0.07275644520662958,-1.0449379276046,-1.030586161100954,-1.0156575778187038
2472440.8947368423,2057.212341313474,-0.07869017863131664,-0.07675279436338725,-0.07473049105969752,-1.0623863188821516,-1.047028264391601,-1.0309948831087976
2472715.5187969925,2057.9642370721426,-0.08064190158592795,-0.07869982200555942,-0.07666564372020877,-1.0793665670597385,-1.0629409306646445,-1.0457441763739561
2472990.1428571427,2058.716132830811,-0.08255471437370908,-0.08059689479595326,-0.07855955298524307,-1.0958432962492937,-1.0782891404678407,-1.0599950041114734
2473264.7669172934,2059.468028589481,-0.08443675854614996,-0.0824633906276732,-0.08041353963707173,-1.1118473188403342,-1.0931421652487465,-1.0736801351926144
2473539.3909774437,2060.2199243481496,-0.08627044763350632,-0.08428498774678744,-0.08223549734102749,-1.1273960594603765,-1.10749629020679,-1.0868193259140753
2473814.015037594,2060.971820106818,-0.08807159575067751,-0.0860696791530689,-0.0840155349345369,-1.1424727423037337,-1.1213424841808126,-1.09946800758095
2474088.6390977446,2061.723715865488,-0.0898501366726294,-0.08782568798199873,-0.08574591252325128,-1.157107318144994,-1.134713933629708,-1.1115858996426944
2474363.263157895,2062.475611624157,-0.09158013957142554,-0.08953458993030292,-0.08744788468588896,-1.171238510126057,-1.1475948362571748,-1.123198452510914
2474637.887218045,2063.2275073828255,-0.0932757106956984,-0.09120191352793773,-0.0891149423683793,-1.184898901287477,-1.1600027209175967,-1.1342674135326456
2474912.5112781953,2063.979403141494,-0.09492661505405249,-0.0928363416715407,-0.09073983654045448,-1.1980626792897406,-1.1719487688722903,-1.1448894525444535
2475187.135338346,2064.731298900164,-0.09653804683629294,-0.09443542893075274,-0.09233197403835197,-1.210827888511148,-1.1834240077999396,-1.1550194357826225
2475461.7593984962,2065.4831946588324,-0.09813967487372832,-0.09600022430673252,-0.09387327563442889,-1.2231460622699633,-1.194457940822685,-1.1647002232597812
2475736.3834586465,2066.235090417501,-0.0996943231056026,-0.09752444635509033,-0.09538881261775395,-1.2350547412248947,-1.2050184466039637,-1.1739067935922396
