$\Omega$ (deg),$\omega$ (deg),$a$ (''),$i$ (deg),$P$ (years),$T_\mathrm{p}$ (years),$e$
184.55228220774828,61.32537180905052,1.1303403752086691,88.01036660165306,224.990342492752,2022.2248993681496,0.44427432686267665
184.74728205831823,55.4426332703287,1.229360286759642,88.13824609584084,253.77694296466584,2020.7905671729643,0.4788932523323304
184.55090723546684,59.73565197242365,1.15989699570971,88.0441750608562,233.30505550538834,2021.8337357010403,0.45461260674743253
184.74349637987933,59.73913592896996,1.154203127274238,88.09473387875454,231.76901840572714,2021.8446227187192,0.4527265721466618
184.58583205560515,57.7541695652592,1.1879470393023208,88.01861588826748,241.74641773366332,2021.3607041562605,0.46481871235240213
184.6619714128202,61.32291797481298,1.134989177604889,88.10300349655851,226.8064741145249,2022.2429037258137,0.44786523043966453
184.73851449092382,60.26670758081342,1.1466881164340312,88.11985164521433,229.70829498868292,2021.9852055834795,0.4510028648628573
184.56873268411914,62.706368149341,1.1118867526350134,87.97760483763692,220.52490315389505,2022.5618909232119,0.4384567562740074
184.57010134481098,62.70064892077651,1.1147101022731625,87.95014597475898,221.77254488874055,2022.6037013432338,0.4435119432232529
184.66108974082633,60.20317986330584,1.1493408338197755,88.01177063035624,230.21174706507327,2021.9510384476864,0.4508736008509556
184.73740836933055,61.12464435039351,1.1299502553408298,88.08448378507124,225.91481423721825,2022.1642069079987,0.4428106029204346
184.75536575938926,61.10010887050247,1.1364474391449662,88.09257142735441,227.26139971618485,2022.2069495348587,0.4494341577004235
184.66013084356317,58.38835589085043,1.184902830244926,88.11008440537299,241.25333028816397,2021.5559340963555,0.46710317262948886
184.685211399263,56.74336066009525,1.2071734266023124,88.10778135525298,246.69734887427092,2021.037648463648,0.4669405585933426
184.3436518487649,59.59472691613808,1.1570400478668317,87.94700035213927,233.05833609512,2021.8207570402758,0.45488829454407037
184.67316553078518,55.0984881715769,1.2441934814501476,88.16481702729759,256.72408928337194,2020.7127454559252,0.4841016965155566
184.64998340906286,59.641676393185186,1.1577966133606479,88.02724207369293,233.3127946442088,2021.8303773668977,0.4551418456738975
184.6049716928059,56.24358205402895,1.2161960709385777,88.09435644261434,249.25296054279383,2020.9945263283455,0.47453900232862684
184.7520970423204,56.05580909238083,1.2188329609664117,88.14627722679391,250.20105740987975,2020.9209828449946,0.47400871876557144
184.65136741197622,56.16462125057807,1.2226941999494896,88.0636497094489,251.77088604994094,2020.9805740148395,0.47781495047028094
184.67507045633252,59.15966708107648,1.1646115873604055,88.03622796242982,235.90562343701063,2021.7446146380223,0.45971181849622766
184.58681090007093,57.838236551198484,1.189752469214971,88.06068314699455,242.39003963924085,2021.374719160589,0.465336006018785
184.5908816873368,61.44491743817042,1.132692751615068,88.01194338117823,226.04387063306456,2022.317169386895,0.4505549895451939
184.63764036722742,61.45125632266408,1.1332630016672323,88.05529518477768,226.34327470116338,2022.3103102755235,0.450200020177181
184.58603835329862,59.603248994334876,1.1661783553040208,88.02482042351421,235.7760031028843,2021.8886770475265,0.46368985315365546
184.7443114560587,57.07606649887678,1.193634821049369,88.16525068189354,242.9594643712399,2021.1281901067498,0.46216475636832355
184.53161389094498,60.218279673757785,1.150727488591254,87.973455457696,231.23361776823336,2022.0034758103147,0.45512331153903945
184.66070800056775,60.57049398562577,1.144973513683607,88.05224729312519,229.6625298414348,2022.0986358416262,0.45403154497799025
184.708272320607,52.99585104871947,1.2831404959604564,88.17049475294182,268.29756829185106,2020.1313337784404,0.49378003492407846
184.63246283188502,61.81683953515225,1.125689571426339,88.02481022511462,224.71003188416347,2022.3981155886927,0.4474107060395387
184.69509788889115,60.785295153358526,1.1435694213727452,88.05009536898525,229.73869072949307,2022.1869670530405,0.4566237553188092
184.84741057234453,57.82559200205696,1.186912506554192,88.16170749284252,240.48986565276465,2021.4003813103266,0.46537155978884265
184.42791738791826,58.71218891961992,1.1759570401756383,87.9992916240316,238.9957494372796,2021.5905899346615,0.4609425852012009
