K1 [km/s],K2 [km/s],$\gamma_{AB}$ [km/s],$\pi$ [mas],$MA$ [$M_{\odot}$],$MB$ [$M_{\odot}$],$a$ (AU),$d$ (pc)
3.788145854290903,3.604723436284138,8.921430343085538,22.238861663906626,1.2882875580182365,1.3538406644233485,56.07468465589596,44.96633034158338
3.7585271978750687,3.5965695366083423,9.11714991405393,22.26818666811368,1.3000463352674128,1.3585889164284726,57.72100233295488,44.90711412222543
3.887173476913311,3.548131714679494,8.936616294299073,22.093611840755898,1.2979727078681145,1.4220005032248482,57.590386281439876,45.26195206142386
3.5937489283397173,3.8204382027104855,9.279249382203457,22.159652395578185,1.3867222050012977,1.3044397458366526,57.27798220237732,45.12706165912348
3.818784966222269,3.3541636852472148,8.912424325549976,22.882349149266226,1.1424045345683074,1.3006512714754586,55.6905212473853,43.701806727831844
3.7107242608469337,3.8132943228127907,9.26113097246258,21.87082520432722,1.399442954354031,1.3618007116120927,56.21527327637501,45.72301185060664
3.655009823695033,3.7054180829693006,9.229463349163883,22.599336762869314,1.241703303797058,1.2248112552675814,50.4945661184721,44.24908617862622
3.8907307721284354,3.7018728001324113,9.191247651654349,21.795998416487684,1.3493689420945625,1.4182095251284488,54.193514490936856,45.8799813108605
3.775852797980084,3.6980743362005355,9.269627190141868,22.203335113177914,1.2917570165500878,1.3189254465507216,52.09615875676534,45.038278929839215
3.907601124332887,3.5651384022608736,9.086237046979646,22.101169997402778,1.2771402750152876,1.3998207675235643,54.855520127145155,45.24647338206598
3.7296711768640654,3.630562237337426,8.926518186209707,22.453819222387196,1.2580591196187816,1.2924022590711095,54.17819821039657,44.535853348412424
3.7190012417708447,3.5986739552276013,9.242271310527485,22.659534461117804,1.2131624764878144,1.2537264594293107,51.72501484180866,44.13153331618224
3.7268481646069063,3.7559774910394372,9.158388152263978,22.23618927496708,1.2939906865429853,1.2839551958620936,51.11757402102087,44.971734483559814
3.71871733445173,3.678879902254637,9.359865970854273,22.349563612462184,1.2947005075267368,1.308720411697169,54.29327260901275,44.74360293291798
3.9482473096029325,3.5780988140260304,8.931939348912174,21.957886306469863,1.2738628632441709,1.4056419020322495,52.660984631938504,45.54172410052744
3.7303128128622185,3.702437907323927,9.152824395548496,22.540932171998378,1.2309668018386446,1.2402345017112473,49.50234470151968,44.36373759388073
3.517796986723103,3.821798224640378,9.431751974018722,22.46538771070383,1.329411175295931,1.2236644510483285,53.92541992852642,44.51291973579166
4.292964235165525,3.2347490540073762,8.901228852296834,21.992378114585375,1.153618651106944,1.5310132339591105,53.60144433746974,45.470298609353144
4.030762992602382,3.4808053899194396,8.836953036439349,22.101258584517648,1.2320514312087036,1.4267121420464643,52.58804886600823,45.24629202341079
3.928932419566653,3.5365982027970206,9.028800305971217,22.22198310026219,1.2411875105297554,1.3788792419293854,52.80691699569237,45.00048422717959
4.084280942683364,3.419114293721156,8.811122982966335,22.18807628387975,1.1890632394132015,1.4203878288886331,52.11328865052518,45.06925193539774
4.072011668361618,3.4090740386182854,8.898945903507549,22.165583417669293,1.1901602008509016,1.4216019277330587,52.96572021217661,45.11498665101006
3.5520659377974084,3.7417403249642183,9.250152446612011,22.637099486633964,1.2817587916095228,1.216784530388835,53.10493981455859,44.175270802270774
