JD,year,rho_lo,rho_med,rho_hi,theta_lo,theta_med,theta_hi
2438504.3821240603,1964.2972490102147,0.4419113569498783,0.44844032491790575,0.45483525034243394,191.28879470685607,191.52189597675684,191.75638534976946
2438728.8964473684,1964.9119488561182,0.4221139182110308,0.4285690551032322,0.4348692425535744,191.60441835520928,191.84677614256393,192.09157342068744
2438953.4107706766,1965.5266487020217,0.4022086970857394,0.4085980103184316,0.41481847972926034,191.9501090200982,192.20345926255388,192.4611074921346
2439177.925093985,1966.1413485479266,0.3822285378019829,0.38852129105732025,0.39467632037061573,192.33089366559582,192.59629494186643,192.86839955720248
2439402.4394172933,1966.75604839383,0.3621713290060536,0.36837401989383756,0.37445829140641484,192.75109729296247,193.0319217563883,193.32123797658429
2439626.9537406014,1967.3707482397335,0.3420677777128303,0.34815024019385243,0.35419440662894836,193.2209750821483,193.51863444337508,193.82800499277946
2439851.46806391,1967.9854480856382,0.3219038685721408,0.32787919588730274,0.3338404079751421,193.74756288301063,194.06533886261394,194.3977727674568
2440075.982387218,1968.6001479315416,0.30167732201126124,0.3075663858494031,0.31342435305325256,194.3415627555855,194.68361983277748,195.04203215592852
2440300.4967105263,1969.2148477774451,0.2814184281485298,0.28717619047518017,0.2929577992469616,195.01763383658624,195.390556642824,195.78043558954613
2440525.0110338344,1969.8295476233486,0.2611253580805134,0.26678031518517265,0.27244615243971076,195.79598486361724,196.20460384823278,196.636377460285
2440749.525357143,1970.4442474692535,0.24086024067563971,0.24639119493293826,0.2519484908948628,196.7027695658761,197.15311995232688,197.63327613538456
2440974.039680451,1971.058947315157,0.22061859569552855,0.22600363154691677,0.23144246181057332,197.76494952840645,198.2726066582507,198.8155761135022
2441198.5540037593,1971.6736471610604,0.20038127326353933,0.2056671679113656,0.2110007526488127,199.03821774316606,199.6152297988104,200.23292917977128
2441423.068327068,1972.288347006965,0.18023985500044953,0.18539899688005632,0.19059810066959898,200.58267658323587,201.25663653425923,201.97055084263016
2441647.582650376,1972.9030468528686,0.16027746689781588,0.16527150861502887,0.17033525772316613,202.50121181463214,203.29709987863,204.14531963465376
2441872.096973684,1973.517746698772,0.14053941948304574,0.14538289639620489,0.1502521844265831,204.933130237549,205.89514319840848,206.9356936090325
2442096.6112969923,1974.1324465446755,0.12119705545460169,0.1258308186742035,0.1305094257689806,208.11671863673456,209.3117212831447,210.6203352628652
2442321.125620301,1974.7471463905804,0.10249053623581597,0.10684207622227065,0.11126820696229427,212.41920485421014,213.95638681053543,215.66914187607932
2442545.639943609,1975.3618462364839,0.08488564849806578,0.08881732891419122,0.09289688489509638,218.4658278393608,220.55427985397532,222.86583754563964
2442770.154266917,1975.9765460823874,0.06923940161549826,0.07253595363732236,0.07603256659054347,227.33531890268938,230.295593540476,233.54058382268403
2442994.6685902257,1976.5912459282922,0.05714987294713778,0.05948713607319506,0.06205345036003573,240.7532100828064,244.95427335297427,249.4393269321668
2443219.182913534,1977.2059457741957,0.05087298698117555,0.05222719102341961,0.05361274948875164,260.297089727228,265.6207187139055,271.05398802477913
2443443.697236842,1977.8206456200992,0.050974619876716205,0.052839165785276934,0.05491873392722912,283.88835981569036,289.05218842188685,293.9605983498594
2443668.2115601506,1978.4353454660038,0.05828069705778725,0.06135769148833575,0.0645737522186962,304.9576104515061,308.7149732704487,312.20293686139223
2443892.7258834587,1979.0500453119073,0.07134650519373767,0.07511329015622639,0.0789954831930156,319.9235798187418,322.4138430301924,324.70491467017814
2444117.240206767,1979.6647451578108,0.08761202668325105,0.09177611651799261,0.09599623590997015,329.8393381808494,331.5176037777398,333.0899604292056
