$\Omega$ (deg),$\omega$ (deg),$a$ (mas),$i$ (deg),$P$ (days),$f$,$T_\mathrm{p}$ (MJD),$e$
341.6377804739742,105.3176225190952,21.537637907148767,65.43428097883346,314.83355815955633,0.652514687612597,48707.50238641724,0.7926103888707265
342.1678109755338,104.9540765907012,21.935550086544236,65.87748539990216,314.8523249907222,0.7136299007602321,48707.5373659567,0.7977713937052358
342.5733127471231,104.49521490438914,22.218343187662516,66.25642973350962,314.85538587558443,0.7574149528226609,48707.53654856514,0.8050557047028315
342.984176680254,103.76047522315616,23.24469380772561,67.46572671210275,314.86959737227096,0.8653086987695173,48707.430709095206,0.8156710613043199
343.24053108277445,103.8520090963526,22.949697056591063,67.10754220347582,314.8633458917285,0.7602571276353688,48707.814387840685,0.814975945917318
342.6717768573719,104.28725399550396,22.512720087691232,66.57477160998396,314.8448978877929,0.8245501391305445,48707.8312102342,0.806940100216
342.7645053933303,104.6325877722435,21.938479984385367,65.86273639179247,314.8615936879565,0.811234471470334,48707.36634955974,0.802409213604153
343.4953858461406,104.03826410453047,22.37827531898752,66.36746287003803,314.8844627505407,0.8081798131327997,48707.30440975865,0.8131850350597052
341.69892297503037,104.82536604237971,22.29302451420946,66.35942891797811,314.8281039792795,0.871517977291441,48707.66996193258,0.7959400978977149
343.65246209770487,104.03327193103989,22.218727986084705,66.16328861331448,314.88028552428216,0.9287285341134458,48707.170891909394,0.8121866771329125
343.0734833157777,104.49881439875972,22.25279791720507,66.25005314937923,314.8968647778247,0.7300952830725245,48707.4859543154,0.8096784494214245
342.6987801603021,104.87396459574087,21.87379174471065,65.7691047703286,314.8918545941462,0.707194521296578,48707.16892792843,0.8030961783115553
342.99440474135037,104.19412929080613,22.61381133612195,66.70555716446336,314.8765552336125,0.7704948727906188,48707.55508057168,0.8108946740531928
343.19921949941016,104.05753985119729,22.42942719012029,66.45702220481056,314.84893543935397,0.7629836470405738,48707.5987170022,0.8107511041890845
342.44193024251695,104.62089901144077,22.32585434216249,66.39811685870264,314.8748213030424,0.7211813041245225,48707.489796135575,0.8050584925461521
342.14923460918794,105.01968708199024,21.96632814463269,65.91687189249998,314.8682110445125,0.740953256704896,48707.44068760518,0.7979410546529966
342.01939219009165,105.15724514325156,21.691069659963507,65.57647472268614,314.85091446859445,0.7457566077644717,48707.49140313687,0.7946204340409185
342.6995320830371,104.14752040095429,22.556957952592608,66.6751401046088,314.84065552206164,0.7595247406775334,48707.61539160088,0.8087164265163017
342.63278453174127,103.83815145962495,22.9515578948172,67.18633408306631,314.8264190313038,0.7608759003912502,48707.562298757024,0.8103841211403576
342.6714532827749,104.6606890555652,22.018710418316665,65.98450433376844,314.871676856642,0.6452828784424437,48707.363947852515,0.8063305884861958
342.33552875972674,104.79985829560368,21.994962558917543,65.92499628672319,314.8481450478655,0.8450519700792753,48707.60227140598,0.7973957328274972
342.7720736588173,104.42968142503602,22.312615533471796,66.35426015870166,314.8632663850619,0.7328508479928095,48707.565251648426,0.8059862842247457
342.88645955874557,104.16734905249042,22.373031066337568,66.43326957656542,314.8491593002342,0.8566502712028827,48707.24841253925,0.8079719088223352
342.4504128821029,104.52507370564146,21.901229506208775,65.84592481382035,314.81558373493635,0.8062750911516023,48707.34149908321,0.798606034462235
342.8744242093292,104.48568596377757,22.55363999783513,66.62017767059612,314.90195407250695,0.7125178134952379,48707.68243632419,0.8106808942042028
342.2975606845938,104.6030551594465,21.826344142721624,65.7651273179986,314.8145733652277,0.7478240830565778,48707.17640910158,0.7971038813909307
342.66968409690156,105.20061565794597,21.67485476549752,65.45020980435221,314.8948257358598,0.7368720614449596,48707.95809701225,0.8010978333942196
342.1438334092637,104.74024069602088,21.7298296581977,65.63694321114627,314.81339829849867,0.7197841194393243,48707.10927462112,0.7948202819571153
342.78936183911134,104.36309077381041,22.347545072071153,66.37438888981572,314.84928221511143,0.8515484326859594,48707.80986317992,0.8054150755108382
342.56201908729247,104.42744698333644,22.3067871253408,66.34071330187584,314.84838679220366,0.7609550671725048,48707.32947593741,0.8029073542987113
342.5914441482384,104.60315102395634,22.026059815382368,66.01225206117154,314.8405157212076,0.756351139076548,48707.72723586112,0.8030377866748959
342.80254953416227,104.3622490887265,22.381005372779093,66.38694273852182,314.871277972906,0.832826781694629,48707.32383792242,0.8062989563184555
342.163945291235,104.60839458096737,22.569712384711547,66.67868536472444,314.86841157340456,0.7420391939098617,48707.64402049407,0.8034454909968373
343.82010494350794,103.84218754059296,22.250621887377978,66.2232845280782,314.8585489194163,0.7411752104269086,48707.31002665451,0.8138903864290737
342.15852716952054,104.48391752813829,22.34165163391115,66.43994196533164,314.8361105392592,0.7811592364779254,48707.250765399076,0.8019068968006551
342.65005433499726,104.77605543271342,22.100792500805063,66.10459628212517,314.88422929488524,0.6750031425464227,48707.80416446272,0.8067530370958276
342.5817801684605,104.80372669943984,22.010405962756984,65.99571709057201,314.8782100915366,0.6777601432594559,48707.591320423875,0.8055882182778829
343.1932571312757,104.65760640597829,21.632659750096543,65.34909435615502,314.8657469360554,0.7383061203277678,48707.5038465485,0.8036596857260258
341.83924123633733,105.00968747874337,22.06729805855396,66.10322324851492,314.84550192857046,0.7576792935923934,48707.70362296188,0.7961237018654377
342.44076549114277,104.54718720700846,22.49638495263445,66.6010671680427,314.8903463000058,0.701027552956019,48707.20888492791,0.8081746538315959
342.69336809285187,104.53586964215799,21.948929782584162,65.8920366112116,314.81953316739197,0.7589097326191329,48708.06567645632,0.8013725409027627
342.8466561036715,104.34394826828513,22.5810965024721,66.65358357786722,314.9006331137244,0.7214164966753759,48707.158292432316,0.8111530164637138
342.3034969951165,104.7319503689838,21.92753441163228,65.90494545234775,314.8245266087135,0.7320905561145157,48707.867085180245,0.7993370110063054
342.08231069711803,104.78172424348512,22.25003278532973,66.34131351353417,314.86539583969335,0.6991560678348498,48707.34416260198,0.8024058514406757
343.0003636225256,104.4051765214441,22.096469259579084,66.03131511676028,314.8453494221526,0.7922508418916325,48707.871827777475,0.8048909319194854
342.8828079975469,104.24934528217867,22.36199649371989,66.37639201885226,314.8429217375551,0.8309892302756542,48707.732803254854,0.8055183469974425
342.8227519238997,104.65083769694785,22.06193086015008,66.03259069861232,314.8714040271843,0.7331788442164044,48707.71300016623,0.8059002020656267
342.7924743412575,104.41220472743566,22.232385004276793,66.22065547143143,314.8588337629002,0.8494667340877525,48707.409606655594,0.8047865150115852
342.8765311866746,104.441756452324,21.983437921665324,65.90913651668023,314.83594359240954,0.7658964935205846,48707.555886757094,0.8028503080590504
343.0561972338237,104.04992287470967,22.731362571263137,66.84586620520103,314.87461803296463,0.8508725346611234,48707.38801385136,0.8116037264519045
342.3814210795533,104.83714765297638,21.757336732196627,65.65076362056703,314.84179952707404,0.6937974927101526,48707.42861851398,0.7987031544362362
342.39707364174564,104.52557335277217,22.309547070158125,66.39479726136796,314.85179716830964,0.6993138957563206,48707.52286246233,0.8043180715181941
342.583964372846,104.82186110971013,22.02436871804047,65.96197620323264,314.8750772791951,0.6828706645368712,48707.850758421235,0.8042087031824187
342.4495466483528,104.33920293252407,22.48424967416264,66.6031927719775,314.8497216136205,0.7744111153047714,48707.334078793414,0.8054250469542437
342.9834701736317,104.69787509018673,21.865125206747884,65.73004368563578,314.87427556507185,0.7198350199676022,48707.69964060746,0.8058178162299484
342.5070099581708,104.12151907738466,22.827044199173518,66.99791217670557,314.8448665580948,0.8440765068207934,48707.5599692422,0.8069340119555157
343.52848399765156,104.24657076461064,22.10056767942122,66.03820523854598,314.881387788775,0.7205386224502901,48707.4356075665,0.8121989011719124
342.75518482691416,104.09459157121744,22.681807420786743,66.81111293353871,314.8520012200267,0.8358011600428931,48707.43115013512,0.808902517165629
343.0074781479275,103.9477584906223,22.679383272016434,66.76051279445218,314.8514443409348,0.9035081518863505,48707.30618003989,0.8099840310657449
342.3986547995976,104.92463937843436,22.06326728512125,66.03670935403034,314.88326818198556,0.8443028893140494,48707.602367190644,0.8016777784020026
342.0174713870665,104.96803834091536,22.335941864585514,66.41650443030069,314.88746993353885,0.7053042828328115,48707.655882272404,0.801692266161466
342.17441721273303,104.8882527711118,22.26286367784825,66.30667378946973,314.8767838180974,0.7837221381667374,48707.632960292045,0.8013883631014862
343.34410724230787,104.27227200608225,22.047565745592586,65.94259521171833,314.8633341345184,0.7716298898426585,48707.48717318941,0.8083900131894066
343.7102083789982,104.0643780894441,22.119358118089345,65.99961844429437,314.86794000222244,0.875412114586212,48707.50133719668,0.8110441566233786
342.2380265266322,104.18476800829406,22.944709801358506,67.18120570482618,314.84834343750305,0.901372599435989,48707.35165503528,0.8064396071750941
343.0476762332803,104.50933362506464,21.921263269305943,65.81471226833115,314.85729811671666,0.7206039752319204,48707.72195380414,0.8055673395899634
343.2926641418168,103.85198004125026,22.71380622045073,66.83383030863169,314.8559941715428,0.7810963568359801,48707.73758983519,0.8150252714688713
342.12133195713926,105.09363674540282,21.798578427038326,65.69881040962821,314.8641501559899,0.7967408136941293,48707.31067349482,0.7955145099306262
341.9826714624683,104.85869053454984,22.37674027272195,66.43050912850704,314.87408137939354,0.7685543747147702,48707.4135268582,0.7993226043034671
343.04089084478056,104.52334433916015,21.870696620822738,65.71225900485136,314.8524713023333,0.8882157077679311,48707.59035209846,0.8026442186757301
342.23984720731113,104.2415717493115,22.82042046968547,67.05584090729255,314.84668595362774,0.6714781832267945,48707.47008628119,0.8080872849412868
343.46843533596143,104.27976515709254,22.125366009531902,66.00917245768481,314.87941268948697,0.8924896745540817,48707.446584674064,0.8084097435310728
342.07293506698267,104.51782478912692,22.513695760034924,66.66054637680163,314.84297925835125,0.8442805375947892,48707.55407565925,0.8031881863951027
343.1879372373085,104.6038691009488,21.820318581364166,65.63920881190407,314.8788533092968,0.8139594469143405,48707.38121683383,0.805390537235764
343.1855815891933,104.02042141923,22.775054295384226,66.9114157468428,314.8795634307866,0.841245592780845,48707.53265584353,0.813940630520599
343.026509677335,104.1113738404087,22.89183113355278,67.04451864091718,314.8834062267754,0.7850494371617031,48707.75975232897,0.8131985029904585
343.0624792944862,103.93795107759749,23.002057947299157,67.17379030403501,314.86418868797915,0.8716848108233327,48707.88219526643,0.8140553897269485
342.66558248500564,104.15057070616523,22.696196146284645,66.82979528090969,314.8705665094279,0.8120367895119259,48707.10231800098,0.8100255372835331
342.82532756562125,104.1075555414927,22.80713332555923,66.94996332827776,314.8762502961515,0.7163568114802226,48707.36347300606,0.8118227517457242
342.6951742406315,104.23801128743595,22.536588704718625,66.65206219606529,314.85715909216003,0.7977323144985572,48707.45496331295,0.8088541311098221
342.7382020489501,104.57022555638027,22.182160039116198,66.1446572994553,314.8686996721908,0.8442283846133076,48707.49623585539,0.8034313469648757
342.6276153299067,104.51196907147087,22.144084963793187,66.14143999174709,314.855239702804,0.8096262124903797,48707.34957903484,0.8031207546876376
342.91658644829164,104.09708484992156,22.67667112556987,66.77532912163447,314.8558062028848,0.9369210815236299,48707.615502463654,0.8098756236299702
342.7252329184384,104.41331193499892,22.179828337993563,66.16668082522263,314.8485852885597,0.9885554426246402,48707.36371096689,0.8029927295820615
342.97109302847946,104.23841075787885,22.22528030145926,66.2207298720672,314.84917494068236,0.9910871137431937,48707.276514994446,0.8056840131476037
342.95988510135413,104.2922172853789,22.084092122655882,66.04189673183868,314.8526196585806,0.9881530136014949,48706.94282960333,0.8035741163969342
342.74345340174096,104.2187047060306,22.76964264117463,66.90672640729927,314.8615203519587,0.9587892739086682,48707.94444026193,0.8090933245373388
342.74343043871363,104.4603388054691,22.427308034972793,66.4526002302994,314.85869387021984,0.9638504662275247,48708.07956525404,0.8056920206645963
342.4941807654677,104.4507655551621,22.24409811962225,66.29009839763992,314.8332043572561,0.933601257770704,48707.703228415456,0.8027037630434727
343.0066213692421,104.18202192716512,22.42241653667493,66.4550381290322,314.855355135556,0.9687934139494203,48707.54018348316,0.8069347777991664
342.6979316647658,104.34104623177268,22.17048779177974,66.16594390019712,314.82679238970513,0.9479536308457561,48707.556510025635,0.8033108275183198
342.87625433972,104.2973510682708,22.363091178380337,66.38735049639254,314.8430513016065,0.9334718033873198,48707.858533597086,0.805484470496081
342.69246590791647,104.61517999016255,21.96739993352366,65.89163631618368,314.8613417682488,0.661072031281776,48707.4102055924,0.8041679933466378
342.5456812055391,104.57280535566396,21.869485460893458,65.78307720922267,314.83100940836727,0.8199611364616944,48707.32994784275,0.7998475583931313
342.79218762535976,104.08825048517052,22.9769272622791,67.19066728266654,314.8860203147262,0.7853263943167584,48707.40771360602,0.8137414691930104
343.08927975450143,104.17706271834271,22.332552199209847,66.33955917021221,314.84763998022544,0.8832205771384539,48707.69789377507,0.8083629183117762
342.8342184527677,104.2103247413632,22.514733712549422,66.63509272880671,314.87077752881675,0.6755717242481011,48707.28723433474,0.8099011468801682
342.65886416249884,104.8466131160844,21.76172749739975,65.60468478783108,314.8672084589885,0.7310057219819017,48707.4733041632,0.800990899210853
342.80673435441423,104.60224749672294,22.01906911193826,65.92005807677491,314.86140565709366,0.7731124882578474,48707.515031329356,0.8033134423581393
342.5775077984118,104.17926333795933,22.86837285342408,67.09395620935791,314.8748358153014,0.7252951907291147,48707.45400711568,0.811758324206475
342.5440645618679,104.43189653215623,22.68224033538835,66.80454570348799,314.8756905558841,0.7355721065340882,48707.84346418409,0.8089676468258641
342.6180373716218,104.19950977300934,22.66625814861282,66.8042258046677,314.85714874468096,0.7751999151663018,48707.44530632114,0.8089154122852519
342.7898941503186,104.15711981039148,22.71401305853709,66.84706430779909,314.8564210574385,0.7789004912657176,48707.845784531906,0.8105992726767333
342.4376267635973,104.83501292886095,21.871243592728888,65.79475155553821,314.8642635476336,0.756686879292123,48707.19273460051,0.7992452661097794
342.8310258773225,104.039956186282,22.653816078565175,66.77874657919271,314.85109570221016,0.8946753547258871,48707.304372525774,0.8083599281044029
342.4530276905296,105.02043215062844,21.812868679365373,65.67032810402353,314.8682256733507,0.7947054383193779,48707.74184343079,0.7999423550014269
342.03023883893366,105.24951781445888,21.636713787134315,65.47155529190793,314.848902693817,0.6839877163790689,48707.77242896706,0.7937100401289527
342.56915072824995,104.6047031710737,22.086169679719482,66.0899590022053,314.8649165804728,0.7457142694518291,48707.323781775776,0.804894894933355
342.6477419146363,104.2744378833797,22.58980878458571,66.68636111650628,314.8520452951186,0.7481589187235921,48707.7202363899,0.8069922510961237
342.4527721963646,104.56713996956849,22.375762982911287,66.45076116904802,314.8714195121405,0.690742725026433,48707.5120788198,0.8063635298931578
342.4806782472661,104.97813959116885,21.6711776116776,65.51406006110993,314.85829510667105,0.7554988870535412,48707.48541418929,0.7973960597021932
343.0681200573506,103.91711515246337,22.857981614428613,67.01005041149524,314.8699386361042,0.7507135923224337,48707.466672281735,0.8147248203034518
342.63243652521,104.0343235449167,22.894342578483794,67.08550536862077,314.8546331643323,0.7701138630530351,48707.42658222141,0.8113516316276251
342.6113002523907,103.93330176010491,23.15188387221793,67.42869878369534,314.8688257078421,0.7434967695870569,48707.36946158204,0.8147465397256068
343.02163389998674,104.45115079418905,22.28151101951963,66.2347940570426,314.8882144790238,0.8470193068167003,48707.32742683822,0.8069294851474642
342.739086046367,104.25792697024825,22.298963430222955,66.3641182772625,314.8407903364649,0.7877566195278105,48707.42988550244,0.8067646633119869
342.5652460946273,104.58302667499107,22.316931077777223,66.33947234205102,314.87128993010526,0.7507573551477205,48707.39710654598,0.803289784582594
342.540048700883,104.62515340965157,22.221951977793786,66.224229361437,314.86569006152627,0.8062653984315589,48707.559260268696,0.8030471818421763
342.0696199554573,104.80689963343924,22.06160839279069,66.09129350366135,314.83443444043763,0.7383513714120571,48707.77846233826,0.7992050299607489
342.33080897515947,104.84722591203341,21.890842065020987,65.78361957507417,314.8491997622025,0.7325139941970488,48707.702478723135,0.7995000448717804
342.67545329367573,104.47263151629478,22.03731571929858,65.98179897524443,314.84101545384385,0.7345729348756459,48707.40530106984,0.8032934923000781
342.4046903661911,104.6739026190456,22.354740724756727,66.44280042312774,314.8767004522634,0.7321078742798093,48707.59647119744,0.8051036689193765
342.67347456968525,104.53088356553805,21.95564365413076,65.8636354081275,314.83799673252867,0.7441638498798403,48707.46336204372,0.801730736314848
342.2849695066573,104.51484072065934,22.450282471822216,66.587987557744,314.85494493761286,0.7301183548095079,48707.56999840913,0.804209999499345
342.9164861290581,104.81220243059288,21.648849977621072,65.43006452163864,314.8606330998712,0.7204231468041116,48707.63309357222,0.8016479868217086
342.1666858903768,104.51012970282959,22.467976293943607,66.61284475286593,314.85176505579926,0.7504630230168834,48707.45880212216,0.803584483366473
342.7080368920335,104.55350107795695,22.18735634019708,66.16451328423108,314.8625664904908,0.7117927588134122,48707.700537758414,0.8050494490215683
342.8602261885178,104.30349258277467,22.068088170868084,65.97417600970023,314.83119868222064,0.9372002209631528,48707.18106278824,0.8012297896326583
343.23086035338673,104.12354010996324,22.61540163450086,66.72459737980957,314.88242510243913,0.6968704072042384,48707.67711114045,0.8139882403387694
342.1788786779835,104.87893869152057,21.752597753936875,65.60735575956889,314.8328320070241,0.7553111808368317,48707.333957880735,0.7951889547334627
343.3490795091567,103.99375077489402,22.685371321582217,66.79856834712528,314.87771370276926,0.7585854319374642,48707.684649380855,0.8148572359679982
342.27002241389573,104.82574846763171,21.790927426803965,65.68063158910198,314.8382106862253,0.7822159563414687,48707.28663453739,0.7966441851279609
342.37864212220563,104.62726146130088,22.34900608426793,66.42228053513955,314.8707655940423,0.7040077795644459,48707.57101756474,0.8052917642151988
342.8372196851654,104.27096039316334,22.704544882047422,66.80490167471675,314.88182762176996,0.7262741932993421,48707.71079491684,0.8109705669659293
342.4806998365168,104.48660235776636,22.35275634467743,66.39316150229146,314.8551732644925,0.830110765084479,48707.57693449035,0.8041452528804585
342.50193505409646,104.3573070381137,22.44216019081408,66.48482182336876,314.8452294939749,0.8387303352150068,48707.37713690149,0.8027272070702962
342.90567602239514,104.7395481195917,22.062147359816322,65.99876930109484,314.89783281461064,0.7182446554312097,48707.646912608296,0.8075743135195843
342.4172458283585,104.30628797206306,22.485575720751662,66.55618205424291,314.8217414588587,0.8443147139624994,48707.824083823245,0.8026503906604273
342.8155401191276,104.28904867592307,22.374138855414937,66.41028954272083,314.8571652683493,0.7088271064425159,48707.50776597252,0.8082914754637048
342.6060815183119,104.56855047766751,22.051256468378504,66.03741034085665,314.85529899189845,0.7092225132708049,48707.24735914543,0.8028444617762365
342.89587296933513,104.56792466147694,21.94510601917027,65.84513126822043,314.85530226794845,0.7916225171443145,48707.60119990958,0.8044824118101241
342.64761749967744,104.6044729997475,22.060511301402844,65.98469852867827,314.85336300639835,0.8417094131488352,48707.5607194989,0.8018644521587293
342.6628770699542,104.52781536380786,22.08944567829483,66.05691785266268,314.85724892871656,0.7864364942008937,48707.274016616866,0.80370119663672
342.72290858207856,104.31473191989095,22.435720460554947,66.46853884572783,314.8483025379103,0.7590858683125654,48707.657546451315,0.8063036139463956
342.507860809872,104.72783824976604,21.979289117352792,65.95532729164974,314.8660009570049,0.7470447542425707,48707.328646454494,0.802530575548136
342.91290283005446,104.0567882341009,22.648877636930596,66.74067231444565,314.8481868446078,0.8482736642024933,48707.5750051979,0.8091230048832179
342.047690469974,104.72013221983534,22.244057516917263,66.29407203111293,314.8380813604197,0.7470816285921806,48707.674310058355,0.7991175391609444
342.1508816162744,104.46883558017947,22.532493756610453,66.67100248252214,314.8489056176151,0.754635186574196,48707.38881210517,0.8037086413877079
342.59083475841766,104.81542550680932,21.991639486804466,65.91975181666764,314.8748553201919,0.797406028283797,48707.47335244622,0.8010368378409265
342.08013875420824,104.58855727133987,22.564146418758256,66.75347313362047,314.85349051073837,0.7343547918842144,48707.80640021572,0.80485563562174
341.98717534560075,104.6941641662632,22.442685759852626,66.60871575073476,314.8488997224907,0.7003425868480753,48707.83084218018,0.8030262081213003
342.2474034669185,104.75217606577067,21.97247394079719,65.93867128850187,314.84510115019975,0.7708343299148971,48707.194984649774,0.7975258375780592
342.9036844466834,104.51264148706228,22.11555783850564,66.06946374622913,314.8625527627662,0.687636482996865,48707.88999515539,0.8085032407037913
342.2830996732738,104.7376222780606,22.3727271599371,66.42199941352227,314.8779842482488,0.7359015402097282,48707.524734059814,0.8029050440422669
341.88702506379366,105.07679840008679,22.00579818999459,65.98930611422641,314.85382309233967,0.7548445541763884,48707.75992001034,0.7969717524066624
342.831905563113,104.5446273382476,22.068688554380625,66.02746358276754,314.8692822179289,0.7575457306439352,48707.44619727833,0.8054776994666257
342.96391166524603,104.04371810349812,22.611079577805082,66.71125933703121,314.84628903260676,0.856793737150874,48707.471755320206,0.8089654119316028
342.86289190419114,104.26345602035333,22.31939450614854,66.3525225704862,314.8361017322795,0.7367598317360132,48707.62244148785,0.8059238173152486
