$\pi$ [mas],$MA$ [$M_{\odot}$],$MB$ [$M_{\odot}$]
23.602658183313835,0.5729448514349175,1.5580354948520712
21.440652611662998,1.8387065783856344,0.8605659966199796
22.17663112336259,0.7555858567961554,1.7873341109542318
22.362513779113264,1.300063313467535,1.141270734121004
22.421982876072097,1.1511264706724524,1.2997579563884327
22.623351364017218,1.1560761458782474,1.2201267499354214
22.31109531781302,0.916671495973763,1.5650887143239978
22.22040988322723,1.094557158050279,1.3580511416734684
21.1300781952791,1.506858226200601,1.3200220684177222
22.030244011460145,0.885057523481431,1.629047897128333
22.57899043161369,0.8161493228431239,1.5852774207157145
22.833424123587925,0.6684480584324337,1.6353903770242342
22.049949625799623,1.03875131610081,1.5601304843548727
22.477698533752637,1.0817639743134093,1.3392442040980994
22.29920323593584,1.1733873054953938,1.31131210214184
23.134396938804706,0.9911395707232139,1.2050223820357495
22.892519555831324,1.099938867025679,1.155369661232401
22.497891326345233,0.8755649633567505,1.6065089826601953
22.451530311522706,0.8261738203220109,1.657970719416621
21.545813251975726,1.2151502805977308,1.474975039860269
22.20565997843253,0.8045567638094321,1.605772668951378
22.52500708202478,0.7930038759211715,1.5110048460618049
22.490949438909425,0.9823409648532729,1.3364366648815855
22.206035529994033,1.3091611085334374,1.11729340320675
21.418946122166552,0.9522155143467879,1.7462747538781327
22.4402950875198,1.1292920446270909,1.2917920488551762
21.172662027678367,1.1956740657088452,1.5921763534441655
21.83718761713593,1.1718573430547323,1.3849560175709614
21.877132267402384,1.2034990793049494,1.382083045792186
21.80470995798644,1.1428259262722364,1.5002779094045096
22.366640544442223,0.9830259110622607,1.5113917132966506
22.21862168951071,1.0986154131473354,1.4365745026093204
22.259205163183783,1.0440324687963847,1.4603204541468693
22.57183785910371,1.1911076384689592,1.2399078968112789
21.814847564122854,1.3335665704463653,1.2613908316426257
21.873304686917262,1.3463415306334654,1.1936991741926177
22.264260623787766,0.8865024190184787,1.6438795154325934
21.91041754069865,0.8484707867333807,1.7125937351016582
22.319625473591223,1.049680012124374,1.3989404674171817
21.91338373485823,1.0216528748111373,1.5465348114289414
22.398877244745407,0.9566341393603193,1.4839434310293818
22.875031095191908,0.8960748581741416,1.393684347212749
22.92431005862662,0.8751782703011205,1.4239492447869702
22.338596182802853,1.100036530909344,1.3786318899378462
22.265263834445513,1.523612071848355,0.9808873861469715
21.36681003828643,1.2574229940614106,1.5187620148417582
21.49927510559994,1.305884257040715,1.504651503243187
21.991092099298598,1.8109340093756918,0.6936174066382284
22.01364583597598,1.7663473447059903,0.7303529081899771
21.878417957952536,1.5281440380300695,1.0434481690796884
21.151903559025897,1.8094246873976263,0.9890971315551054
21.96526320649801,1.902137275293417,0.6139762142364942
22.710259710124614,1.3907429852060784,0.9082610872153662
21.78498719577882,0.5460517791968577,2.0758555329972355
22.14127785349735,0.5821592291603553,1.973798037042707
21.020256897332352,0.7251705091774904,2.1788438805725887
21.424921781228853,1.0126145226524128,1.730899916457273
22.478192759862367,1.1444949528385533,1.278571453830415
21.749373929691107,1.1810732637263437,1.4556532918532437
21.71894781119056,1.0548438732713554,1.5849297235397786
21.77048089320476,1.1089821546319698,1.5075339519407198
22.42629856474756,1.020036806577475,1.4192914523099844
21.570583310822112,1.2172968026244273,1.448717504545766
21.84401522374156,1.1666638211066442,1.4177752935861838
22.724954504552862,0.9901072218134662,1.3905658315906526
21.787256851945465,0.8774646238924343,1.751364909085667
22.24358662332709,0.6916022865482404,1.7829171440110643
21.986773675710324,1.144895064971569,1.4289536607596043
22.369180681050054,0.8954945100361948,1.5787419316907163
22.356194707923066,1.1549846388794354,1.311119094497514
22.18545821628233,0.9841179916598701,1.540639244464125
21.698366568251547,1.19805544943428,1.446791182382684
22.391229209658412,1.2430493177053348,1.2351828152587034
22.263550470867862,1.3277694816078363,1.2109714217715337
22.290956080547996,1.1920099780467777,1.3401105883183273
22.546009078977754,1.0325118760406735,1.4087267043090301
22.155227516845116,1.5033959253839921,1.0657062620542401
23.074238201869008,0.7715093525929435,1.4855209413865647
22.159335712794345,0.8537200441887722,1.6898009685195692
22.608057841716295,1.3707321366722165,1.0105152888294964
22.04438434144437,0.8377461295198346,1.6801212777925167
21.89906098920166,1.273251430352707,1.3085859745273256
22.133705160711834,1.3656908836285535,1.1050075409101505
21.632609779508,1.3001099045273743,1.3296514191700526
21.834355210521526,1.343503603918103,1.2159821535055328
22.714008434248303,1.3026377210134803,1.0677686450446229
22.274789367100034,1.4073551410002925,1.0881228295010295
21.677726425367865,1.4302419744952983,1.2319116292678207
22.004905487271312,1.8488583522925928,0.6842407861219927
21.708889264924633,0.6560186324197101,1.9964104670976808
21.70590065330166,0.8310525030395381,1.798015443555226
22.190341415412103,0.6936427438358382,1.7479063323944004
22.01366855978462,0.9036683491039943,1.6413817847419525
21.86689727417034,1.2871156943781636,1.3061365249657462
21.66737083590515,1.5070863949915798,1.1858702246674715
21.82498205520715,1.4729320465901357,1.1699993695378517
21.004333011206878,1.3226669088238252,1.6467585142631411
21.001202938143486,1.5133808736320946,1.3390862172948528
21.056484354657933,1.4724734198524445,1.3571293449438322
22.08299735113753,0.8887148213793705,1.619739735055406
21.902266335263548,1.5250129857698418,1.0427381108216982
21.58034460940664,1.2388298855354525,1.4634869782604096
21.999113224657503,1.0604589822444144,1.494764626482677
22.582206221663288,1.1655306916588248,1.2070136405760576
22.553781080281087,0.9752173653038523,1.3695090714224492
